Twinning town/ city name,UK town/ city name,EUR town/ city name,EUR Country,EUR UA Code ,UK UA Code ,EUR_TT1060I,UK_TT1060I,EUR_SA2007I,UK_SA2007I,EUR_DE1059I,UK_DE1059I,EUR_DE1061I,UK_DE1061I,EUR_DE1057I,UK_DE1057I,EUR_DE1055I,UK_DE1055I,EUR_DE1073I,UK_DE1073I,EUR_DE1058I,UK_DE1058I,EUR_DE2001I,UK_DE2001I,EUR_TT1057V,UK_TT1057V,EUR_EC2009I,UK_EC2009I,EUR_TE2028I,UK_TE2028I,EUR_DE1064I,UK_DE1064I,EUR_DE1025I,UK_DE1025I,EUR_DE1085I,UK_DE1085I,EUR_EC2022I,UK_EC2022I,EUR_TT1057I,UK_TT1057I,EUR_DE1060I,UK_DE1060I,EUR_DE1003I,UK_DE1003I,EUR_TT1060V,UK_TT1060V,EUR_EC1174V,UK_EC1174V,EUR_SA2029I,UK_SA2029I,EUR_DE1028I,UK_DE1028I,EUR_EC1180V,UK_EC1180V,EUR_DE1076I,UK_DE1076I,EUR_DE2007I,UK_DE2007I,EUR_DE1073V,UK_DE1073V,EUR_CR1015V,UK_CR1015V,EUR_SA2018V,UK_SA2018V,EUR_SA2021V,UK_SA2021V,EUR_SA2019V,UK_SA2019V,EUR_CR1010V,UK_CR1010V,EUR_SA2020V,UK_SA2020V,EUR_SA2017V,UK_SA2017V,EUR_DE1049I,UK_DE1049I,EUR_DE2012V,UK_DE2012V,EUR_SA2007V,UK_SA2007V,EUR_EC1001V,UK_EC1001V,EUR_DE1040I,UK_DE1040I,EUR_SA2004I,UK_SA2004I,EUR_EC1003V,UK_EC1003V,EUR_EC1002V,UK_EC1002V,EUR_EC1179V,UK_EC1179V,EUR_DE1084I,UK_DE1084I,EUR_DE2009V,UK_DE2009V,EUR_DE2002V,UK_DE2002V,EUR_DE2010V,UK_DE2010V,EUR_DE1046I,UK_DE1046I,EUR_DE2008V,UK_DE2008V,EUR_SA2004V,UK_SA2004V,EUR_EC1012V,UK_EC1012V,EUR_DE2001V,UK_DE2001V,EUR_DE2003V,UK_DE2003V,EUR_DE2008I,UK_DE2008I,EUR_EC1010V,UK_EC1010V,EUR_SA1005V,UK_SA1005V,EUR_SA2013V,UK_SA2013V,EUR_SA1001V,UK_SA1001V,EUR_EC1011V,UK_EC1011V,EUR_EC1177V,UK_EC1177V,EUR_TE2031V,UK_TE2031V,EUR_EC2037V,UK_EC2037V,EUR_EN4008V,UK_EN4008V,EUR_DE2003I,UK_DE2003I,EUR_EC2020V,UK_EC2020V,EUR_DE1074V,UK_DE1074V,EUR_SA1004V,UK_SA1004V,EUR_EC1003I,UK_EC1003I,EUR_TE2031I,UK_TE2031I,EUR_EC1011I,UK_EC1011I,EUR_DE2009I,UK_DE2009I,EUR_EC2022V,UK_EC2022V,EUR_DE1060V,UK_DE1060V,EUR_DE1079V,UK_DE1079V,EUR_EC1020I,UK_EC1020I,EUR_EC2008I,UK_EC2008I,EUR_EC1012I,UK_EC1012I,EUR_EC2009V,UK_EC2009V,EUR_DE2011V,UK_DE2011V,EUR_DE1078V,UK_DE1078V,EUR_DE1047V,UK_DE1047V,EUR_EC2038V,UK_EC2038V,EUR_DE1040V,UK_DE1040V,EUR_DE1075V,UK_DE1075V,EUR_EC1001I,UK_EC1001I,EUR_EC2032V,UK_EC2032V,EUR_EC2034V,UK_EC2034V,EUR_DE1046V,UK_DE1046V,EUR_DE1061V,UK_DE1061V,EUR_DE1076V,UK_DE1076V,EUR_EC2021V,UK_EC2021V,EUR_EC1002I,UK_EC1002I,EUR_EC1176V,UK_EC1176V,EUR_EC2008V,UK_EC2008V,EUR_DE2002I,UK_DE2002I,EUR_EC2033V,UK_EC2033V,EUR_DE1049V,UK_DE1049V,EUR_DE1050V,UK_DE1050V,EUR_EC2036V,UK_EC2036V,EUR_EC1178V,UK_EC1178V,EUR_DE1042V,UK_DE1042V,EUR_EC1175V,UK_EC1175V,EUR_DE1056V,UK_DE1056V,EUR_DE1062V,UK_DE1062V,EUR_DE1077V,UK_DE1077V,EUR_DE1041V,UK_DE1041V,EUR_TE1026I,UK_TE1026I,EUR_EC2035V,UK_EC2035V,EUR_DE1058V,UK_DE1058V,EUR_DE1003V,UK_DE1003V,EUR_TE2028V,UK_TE2028V,EUR_DE1059V,UK_DE1059V,EUR_DE1048V,UK_DE1048V,EUR_DE1051V,UK_DE1051V,EUR_DE1029V,UK_DE1029V,EUR_DE1027V,UK_DE1027V,EUR_DE1026V,UK_DE1026V,EUR_DE1028V,UK_DE1028V,EUR_DE1030V,UK_DE1030V,EUR_DE1055V,UK_DE1055V,EUR_DE1066V,UK_DE1066V,EUR_DE1064V,UK_DE1064V,EUR_DE1025V,UK_DE1025V,EUR_DE1002V,UK_DE1002V,EUR_SA1013V,UK_SA1013V,EUR_SA1025V,UK_SA1025V,EUR_DE1057V,UK_DE1057V,EUR_DE1065V,UK_DE1065V,EUR_DE1001V,UK_DE1001V,EUR_SA3005V,UK_SA3005V,EUR_DE1063V,UK_DE1063V,EUR_DE3004I,UK_DE3004I,EUR_DE3017V,UK_DE3017V,EUR_EC2039V,UK_EC2039V,EUR_DE3001V,UK_DE3001V,EUR_TE1028V,UK_TE1028V,EUR_TE1027V,UK_TE1027V,EUR_TE2025V,UK_TE2025V,EUR_TE1026V,UK_TE1026V,EUR_SA1011V,UK_SA1011V,EUR_SA1050V,UK_SA1050V,EUR_SA1051V,UK_SA1051V,EUR_SA1012V,UK_SA1012V,EUR_SA2016V,UK_SA2016V
Oxford/Greater Leiden,Oxford,Greater Leiden,Netherlands,NL507C2,UK560C1,:,:,:,10.76,:,38,:,-0.3,:,139.5,:,5.7,:,16.6,:,56.9,:,75.1,:,"46,355",:,:,:,22.2,:,10.4,:,8.3,:,5.3,:,4.9,:,300.1,:,19,:,96,:,:,:,"83,100",:,5.918,:,6.4,:,"15,000",:,11.6,:,23,:,29,:,4,:,51,:,449,:,914,:,:,:,465,:,117,:,16.8,:,"35,488",:,"1,662",:,"90,500",:,5.5,:,3.61,:,"40,400",:,"50,100",:,"36,600",:,5.8,:,"48,360",:,"14,862",:,"18,395",:,7.6,:,"103,123",:,6,:,:,:,"115,995",:,"20,626",:,66.8,:,:,:,"21,090",:,37,:,"58,910",:,:,:,"81,300",:,"60,800",:,"59,200",:,58.09,:,13.4,:,"122,558",:,"9,003",:,"38,260",:,63.9,:,83.9,:,:,:,31.3,:,"6,000",:,"11,368",:,"4,018",:,:,:,0.1,:,:,:,:,:,"29,965",:,"4,223",:,"5,762",:,"3,200",:,"8,454",:,"4,587",:,70.3,:,"22,200",:,900,:,"11,679",:,"17,931",:,"4,417",:,"4,730",:,76.4,:,"38,400",:,100,:,9.6,:,"7,000",:,"25,935",:,"13,695",:,"16,400",:,"44,700",:,"4,045",:,"44,700",:,"3,677",:,"9,171",:,"8,241",:,"4,409",:,272,:,"1,500",:,"25,661",:,"75,654",:,"16,100",:,"14,293",:,"5,917",:,"12,240",:,"4,736",:,"6,611",:,"6,245",:,"9,845",:,"5,109",:,"8,808",:,"8,041",:,"16,045",:,"12,856",:,"78,801",:,:,:,270,:,"5,131",:,"8,005",:,"154,455",:,1,:,"8,760",:,2.8,:,"151,483",:,"6,235",:,"55,007",:,"22,080",:,"19,975",:,:,:,"42,085",:,:,:,"560,953.67",:,"320,386.00",:,:,:,168
Oxford/Grenoble,Oxford,Grenoble,France,FR026C2,UK560C1,:,:,:,10.76,:,38,:,-0.3,:,139.5,:,5.7,:,16.6,:,56.9,:,75.1,:,"46,355",:,:,:,22.2,:,10.4,:,8.3,:,5.3,:,4.9,:,300.1,:,19,:,96,:,:,:,"83,100",:,5.918,:,6.4,:,"15,000",:,11.6,:,23,:,29,15,4,:,51,:,449,:,914,:,:,:,465,:,117,:,16.8,:,"35,488",:,"1,662",:,"90,500",:,5.5,:,3.61,:,"40,400",:,"50,100",:,"36,600",:,5.8,:,"48,360",:,"14,862",:,"18,395",:,7.6,:,"103,123",:,6,:,:,:,"115,995",:,"20,626",:,66.8,:,:,:,"21,090",:,37,:,"58,910",:,:,:,"81,300",:,"60,800",:,"59,200",:,58.09,:,13.4,:,"122,558",:,"9,003",:,"38,260",:,63.9,:,83.9,:,:,:,31.3,:,"6,000",:,"11,368",:,"4,018",:,:,:,0.1,:,:,:,:,:,"29,965",:,"4,223",:,"5,762",:,"3,200",:,"8,454",:,"4,587",:,70.3,:,"22,200",:,900,:,"11,679",:,"17,931",:,"4,417",:,"4,730",:,76.4,:,"38,400",:,100,:,9.6,:,"7,000",:,"25,935",:,"13,695",:,"16,400",:,"44,700",:,"4,045",:,"44,700",:,"3,677",:,"9,171",:,"8,241",:,"4,409",:,272,:,"1,500",:,"25,661",:,"75,654",:,"16,100",:,"14,293",:,"5,917",:,"12,240",:,"4,736",:,"6,611",:,"6,245",:,"9,845",:,"5,109",:,"8,808",:,"8,041",:,"16,045",:,"12,856",:,"78,801",:,:,:,270,:,"5,131",:,"8,005",:,"154,455",:,1,:,"8,760",:,2.8,:,"151,483",:,"6,235",:,"55,007",:,"22,080",:,"19,975",:,:,:,"42,085",:,:,:,"560,953.67",:,"320,386.00",:,:,:,168
Peterborough/Bourges,Peterborough,Bourges,France,FR065C2,UK545C1,:,0.2,:,14.257,:,47,:,1.1,:,136.5,:,6.6,:,15.3,:,72.2,:,78.8,:,"89,037",:,7.8,:,57.6,:,13.1,:,10.3,:,6.2,:,3.4,:,445.2,:,25.2,:,99.5,:,4,:,"94,700",:,8.161,:,8,:,"16,300",:,14.1,:,20.3,:,36.5,2,4,:,123,:,845,:,"1,632",:,11,:,787,:,192,:,5.3,:,"40,678",:,"2,851",:,"100,400",:,8,:,5.261,:,"46,000",:,"54,500",:,"41,000",:,7.7,:,"47,813",:,"33,603",:,"29,956",:,5.4,:,"150,577",:,15,:,"2,300",:,"157,671",:,"7,075",:,75.3,:,"5,700",:,"13,870",:,95,:,"83,310",:,"3,400",:,"89,700",:,"28,700",:,"26,000",:,87.49,:,3.5,:,"117,982",:,"15,381",:,"59,980",:,58.6,:,27.2,:,6.2,:,23.9,:,"4,000",:,"14,908",:,"6,124",:,5.7,:,0.4,:,5,:,"9,169",:,"17,857",:,"6,329",:,"5,562",:,"4,000",:,"15,997",:,"7,953",:,64.3,:,"36,900",:,"5,000",:,"10,761",:,"28,104",:,"7,429",:,"6,840",:,70.1,:,"43,100",:,500,:,16.8,:,"5,000",:,"10,677",:,"5,606",:,"25,900",:,"48,700",:,"7,724",:,"51,500",:,"5,560",:,"14,352",:,"12,453",:,"8,273",:,:,:,"1,500",:,"30,515",:,"99,735",:,"60,700",:,"15,607",:,"5,199",:,"5,072",:,"7,827",:,"10,587",:,"10,032",:,"16,090",:,"8,263",:,"13,151",:,"13,088",:,"26,233",:,"20,619",:,"100,243",:,:,:,537,:,"7,591",:,"13,145",:,"199,978",:,2,:,"13,752",:,2.5,:,"198,813",:,"8,425",:,"78,422",:,:,:,:,:,"10,300",:,:,:,:,:,"241,981.75",:,"121,760.00",:,:,:,315
Plymouth/Brest,Plymouth,Brest,France,FR037C1,UK516C1,:,0.114,:,10.468,:,39.1,:,0.1,:,134.1,:,8.3,:,13.8,:,70,:,93.3,:,"108,031",:,:,:,54.2,:,13,:,11.5,:,5.2,:,4.1,:,410.6,:,30.9,:,100.7,:,3,:,"127,200",:,9.849,:,9.9,:,"24,700",:,11.5,:,5.8,:,38.3,8,5,:,134,:,"1,321",:,"2,591",:,12,:,"1,270",:,250,:,9.1,:,"15,146",:,"2,754",:,"135,900",:,5.8,:,3.631,:,"62,000",:,"73,800",:,"55,800",:,6,:,"23,454",:,"9,960",:,"11,674",:,6,:,"237,039",:,10,:,"3,200",:,"245,508",:,"5,186",:,90.1,:,"6,300",:,"33,230",:,104,:,"118,680",:,"3,100",:,"122,100",:,"46,000",:,"38,600",:,127.02,:,2,:,"111,017",:,"15,820",:,"77,120",:,56.3,:,35.2,:,4.2,:,8.9,:,"4,500",:,"17,230",:,"6,754",:,4.6,:,0.1,:,5.2,:,:,:,"11,780",:,"7,009",:,"7,980",:,"5,500",:,"15,139",:,"8,061",:,62.2,:,"30,300",:,"1,250",:,"15,733",:,"30,202",:,"7,759",:,"5,680",:,68.2,:,"58,400",:,100,:,3.8,:,"2,000",:,"24,016",:,"12,647",:,"12,400",:,"66,300",:,"7,316",:,"68,700",:,"9,311",:,"15,163",:,"13,763",:,"7,823",:,94,:,"2,000",:,"36,222",:,"132,009",:,"70,900",:,"18,992",:,"7,754",:,"11,370",:,"12,497",:,"15,238",:,"14,961",:,"26,043",:,"13,546",:,"21,801",:,"17,515",:,"34,149",:,"30,199",:,"131,076",:,:,:,715,:,"12,490",:,"16,634",:,"263,085",:,5,:,"15,040",:,2.4,:,"260,654",:,"7,690",:,"110,816",:,"14,100",:,"10,710",:,"7,600",:,"24,820",:,:,:,"222,959.90",:,"133,353.00",:,:,:,384
Plymouth/San Sebastián/Donostia,Plymouth,San Sebastián/Donostia,Spain,ES510C1,UK516C1,0.161,0.114,7.152,10.468,28.8,39.1,0.2,0.1,184.6,134.1,11.7,8.3,10.5,13.8,68.7,70,92.9,93.3,:,"108,031",3.4,:,19.1,54.2,15.5,13,14.5,11.5,4.5,5.2,4.1,4.1,:,410.6,39.9,30.9,112.7,100.7,3,3,"84,620","127,200",10.623,9.849,11.9,9.9,"14,407","24,700",14.2,11.5,7.1,5.8,47.38,38.3,:,5,101,134,"1,078","1,321","1,983","2,591",19,12,905,"1,270",138,250,4.6,9.1,"13,215","15,146","1,335","2,754","87,726","135,900",3.8,5.8,1.498,3.631,"42,578","62,000","45,147","73,800","38,193","55,800",4.3,6,"19,774","23,454","4,144","9,960","4,974","11,674",4.5,6,"166,891","237,039",2,10,"3,023","3,200","173,450","245,508","9,071","5,186",89.4,90.1,"6,299","6,300",:,"33,230",27,104,:,"118,680","3,276","3,100","78,471","122,100","62,408","46,000","56,473","38,600",:,127.02,4.9,2,"114,640","111,017","7,975","15,820",:,"77,120",48.7,56.3,61.2,35.2,7.3,4.2,10.6,8.9,"4,730","4,500","9,998","17,230","4,061","6,754",7.2,4.6,0.1,0.1,7.1,5.2,"3,923",:,"14,800","11,780","4,269","7,009","4,324","7,980","7,828","5,500","7,116","15,139","4,194","8,061",53.7,62.2,"19,746","30,300","1,877","1,250","8,429","15,733","26,456","30,202","3,781","7,759",:,"5,680",59.6,68.2,"41,127","58,400",105,100,2.2,3.8,"2,992","2,000","8,619","24,016","4,405","12,647","16,244","12,400","40,278","66,300","3,561","7,316","43,493","68,700","7,685","9,311","13,043","15,163","8,330","13,763","3,555","7,823",83,94,723,"2,000","19,552","36,222","98,901","132,009","19,534","70,900","9,554","18,992","4,105","7,754","4,214","11,370","10,035","12,497","14,459","15,238","12,682","14,961","22,287","26,043","12,252","13,546","21,871","21,801","14,871","17,515","28,889","34,149","27,141","30,199","87,764","131,076",:,:,:,715,"14,186","12,490","14,018","16,634","186,665","263,085",0,5,"13,413","15,040",2.4,2.4,"183,807","260,654",:,"7,690","77,145","110,816",:,"14,100",:,"10,710","19,802","7,600","15,493","24,820",:,:,:,"222,959.90",:,"133,353.00",:,:,239,384
Poole/Cherbourg,Poole,Cherbourg,France,FR069C1,UK555C1,:,0.066,:,10.189,:,39.7,:,0.2,:,133.8,:,10.7,:,11.5,:,80.3,:,94.2,:,"78,863",:,13.2,:,51.1,:,14.2,:,12.5,:,5.5,:,4.7,:,521.1,:,40.6,:,103.3,:,1,:,"69,800",:,10.883,:,11.8,:,"12,600",:,12.3,:,4.7,:,44.5,5,4,:,82,:,838,:,"1,647",:,:,:,809,:,132,:,5,:,"7,090",:,"1,542",:,"75,300",:,5.4,:,2.594,:,"34,600",:,"40,700",:,"32,000",:,5.9,:,"14,151",:,"5,350",:,"6,929",:,5.3,:,"135,510",:,4,:,800,:,"142,571",:,"1,740",:,89.5,:,"2,300",:,"19,480",:,57,:,"68,650",:,"1,500",:,"68,200",:,"29,200",:,"23,100",:,78.33,:,1.1,:,"84,682",:,"8,871",:,"37,130",:,53.6,:,38.2,:,3.7,:,9.4,:,"4,000",:,"8,706",:,"4,131",:,3.1,:,0.1,:,2.3,:,"11,148",:,"7,222",:,"4,251",:,"4,050",:,"3,400",:,"8,133",:,"4,597",:,59.8,:,"21,800",:,"4,500",:,"7,955",:,"18,549",:,"4,274",:,"6,235",:,66.3,:,"32,800",:,75,:,3.5,:,"2,500",:,"7,578",:,"3,988",:,"12,500",:,"36,100",:,"3,955",:,"37,000",:,"6,940",:,"9,253",:,"8,382",:,"4,178",:,:,:,"1,500",:,"17,445",:,"76,899",:,"39,000",:,"8,739",:,"3,906",:,"3,590",:,"8,492",:,"9,685",:,"9,171",:,"17,821",:,"9,329",:,"16,226",:,"10,743",:,"21,521",:,"18,856",:,"74,435",:,:,:,514,:,"9,286",:,"10,779",:,"151,334",:,0,:,"9,296",:,2.3,:,"149,661",:,"7,385",:,"65,422",:,:,:,:,:,"3,200",:,:,:,:,:,"435,705.35",:,"231,081.00",:,:,:,214
Portsmouth/Caen,Portsmouth,Caen,France,FR023C2,UK023C1,:,0.14,:,11.05,:,38.9,:,0.4,:,143,:,6.4,:,16.1,:,61.6,:,91.3,:,"73,793",:,:,:,52.1,:,12.5,:,10,:,5.5,:,3.7,:,343.3,:,22.7,:,96.3,:,3,:,"106,400",:,8.212,:,7.6,:,"16,700",:,11.9,:,7.9,:,33.9,6,5,:,135,:,927,:,"1,765",:,10,:,838,:,173,:,11.4,:,"16,972",:,"2,375",:,"113,100",:,6,:,2.526,:,"49,700",:,"63,500",:,"44,700",:,6.1,:,"31,584",:,"8,245",:,"8,990",:,6.5,:,"181,618",:,6,:,"2,500",:,"196,230",:,"8,727",:,84.5,:,"5,600",:,"34,780",:,90,:,"90,590",:,"3,100",:,"102,500",:,"47,800",:,"34,500",:,74.49,:,4.1,:,"108,197",:,"13,189",:,"55,540",:,57.1,:,44.1,:,4.9,:,14.7,:,"4,000",:,"16,290",:,"5,727",:,5,:,0,:,5,:,:,:,"22,594",:,"6,014",:,"7,393",:,"5,300",:,"12,930",:,"6,688",:,63.9,:,"29,200",:,"2,000",:,"13,918",:,"25,546",:,"6,501",:,"5,830",:,70.5,:,"46,500",:,50,:,3.8,:,"6,000",:,"24,511",:,"13,450",:,"14,300",:,"57,800",:,"6,251",:,"60,000",:,"5,701",:,"13,047",:,"11,741",:,"6,679",:,114,:,"1,500",:,"34,630",:,"105,464",:,"56,500",:,"18,340",:,"6,525",:,"11,062",:,"7,929",:,"10,728",:,"10,757",:,"16,288",:,"8,359",:,"13,855",:,"13,369",:,"26,835",:,"21,484",:,"109,462",:,:,:,939,:,"8,155",:,"13,466",:,"214,926",:,0,:,"12,500",:,2.4,:,"213,202",:,"7,525",:,"89,744",:,"11,150",:,"13,245",:,"8,100",:,"24,395",:,:,:,"277,265.85",:,"183,704.00",:,:,:,308
Portsmouth/Duisburg,Portsmouth,Duisburg,Germany,DE501C1,UK023C1,0.201,0.14,:,11.05,31.6,38.9,-0.3,0.4,154.6,143,11.1,6.4,13.4,16.1,65.4,61.6,79.8,91.3,:,"73,793",17.1,:,:,52.1,15.2,12.5,13.6,10,4.6,5.5,5.2,3.7,:,343.3,33.8,22.7,102.3,96.3,10,3,"227,053","106,400",:,8.212,9.3,7.6,"43,573","16,700",12.1,11.9,20.2,7.9,:,33.9,5,5,:,135,:,927,:,"1,765",:,10,:,838,:,173,6.2,11.4,"100,619","16,972",:,"2,375","230,265","113,100",4.9,6,:,2.526,"100,182","49,700","130,083","63,500","93,118","44,700",4.5,6.1,"157,300","31,584","36,300","8,245","53,900","8,990",5.1,6.5,"340,800","181,618",:,6,"5,854","2,500","397,491","196,230","64,400","8,727",68.4,84.5,"15,670","5,600","199,198","34,780",:,90,"257,370","90,590","9,816","3,100","212,150","102,500",:,"47,800","57,390","34,500",:,74.49,12.9,4.1,"215,074","108,197","22,470","13,189","58,172","55,540",45.9,57.1,:,44.1,7.5,4.9,31.6,14.7,"11,194","4,000","32,255","16,290","11,090","5,727",6.8,5,0.1,0,5.8,5,"36,783",:,"103,400","22,594","11,754","6,014","13,262","7,393","9,966","5,300","24,493","12,930","11,558","6,688",53.8,63.9,"50,776","29,200","6,006","2,000","25,420","13,918","60,159","25,546","10,912","6,501",:,"5,830",61.9,70.5,"98,656","46,500",262,50,7.3,3.8,"2,944","6,000","30,879","24,511","16,359","13,450","36,764","14,300","119,033","57,800","11,759","6,251","128,397","60,000","21,816","5,701","30,626","13,047","22,844","11,741","12,734","6,679",37,114,"2,988","1,500","66,700","34,630","251,927","105,464",:,"56,500","34,445","18,340","12,158","6,525","14,520","11,062","21,360","7,929","34,096","10,728","33,691","10,757","46,236","16,288","24,876","8,359","55,539","13,855","37,005","13,369","75,583","26,835","67,787","21,484","246,183","109,462",:,:,"11,565",939,"33,723","8,155","38,578","13,466","498,110","214,926",:,0,"29,533","12,500",2,2.4,"491,900","213,202",:,"7,525","249,017","89,744",:,"11,150",:,"13,245",:,"8,100","18,264","24,395",:,:,:,"277,265.85",:,"183,704.00","18,842",:,:,308
Preston/Almelo,Preston,Almelo,Netherlands,NL519C1,UK562C1,:,:,:,12.113,:,41.9,:,0.3,:,133.5,:,6.7,:,14.7,:,66.3,:,88.1,:,"54,334",:,:,:,31.8,:,12.9,:,10.8,:,5.9,:,5.5,:,383.8,:,24.4,:,97.3,:,:,:,"69,200",:,8.744,:,7.9,:,"8,900",:,11.8,:,10.3,:,35.2,:,2,:,102,:,612,:,"1,238",:,:,:,626,:,137,:,9.9,:,"14,546",:,"1,715",:,"75,100",:,6.6,:,4.082,:,"33,800",:,"41,400",:,"29,400",:,6.5,:,"22,684",:,"5,255",:,"4,619",:,6.1,:,"116,547",:,7,:,"1,600",:,"124,685",:,"9,291",:,82.3,:,"3,300",:,"12,430",:,69,:,"63,320",:,"1,600",:,"66,000",:,"36,800",:,"31,900",:,56.63,:,6.6,:,"90,709",:,"9,243",:,"45,650",:,59.5,:,51.7,:,3.9,:,16,:,"5,000",:,"9,928",:,"4,010",:,4.4,:,0.8,:,4.7,:,:,:,"18,065",:,"4,411",:,"4,396",:,"3,000",:,"9,309",:,"4,745",:,65.5,:,"24,100",:,"2,250",:,"8,695",:,"16,766",:,"4,498",:,"5,165",:,71.6,:,"31,000",:,700,:,3.7,:,"1,500",:,"14,003",:,"7,249",:,"16,100",:,"36,600",:,"4,555",:,"38,300",:,"4,083",:,"8,636",:,"8,421",:,"4,754",:,162,:,"1,250",:,"20,782",:,"69,823",:,"22,600",:,"10,854",:,"4,299",:,"6,754",:,"5,540",:,"7,545",:,"7,724",:,"11,240",:,"5,700",:,"9,534",:,"8,955",:,"18,323",:,"15,269",:,"71,759",:,:,:,"1,150",:,"5,451",:,"9,368",:,"141,582",:,0,:,"8,130",:,2.4,:,"139,231",:,"6,390",:,"57,982",:,"13,330",:,"9,675",:,"7,000",:,"23,000",:,:,:,"169,842.53",:,"88,340.00",:,:,:,239
Preston/Nîmes,Preston,Nîmes,France,FR044C2,UK562C1,:,:,:,12.113,:,41.9,:,0.3,:,133.5,:,6.7,:,14.7,:,66.3,:,88.1,:,"54,334",:,:,:,31.8,:,12.9,:,10.8,:,5.9,:,5.5,:,383.8,:,24.4,:,97.3,:,:,:,"69,200",:,8.744,:,7.9,:,"8,900",:,11.8,:,10.3,:,35.2,11,2,:,102,:,612,:,"1,238",:,:,:,626,:,137,:,9.9,:,"14,546",:,"1,715",:,"75,100",:,6.6,:,4.082,:,"33,800",:,"41,400",:,"29,400",:,6.5,:,"22,684",:,"5,255",:,"4,619",:,6.1,:,"116,547",:,7,:,"1,600",:,"124,685",:,"9,291",:,82.3,:,"3,300",:,"12,430",:,69,:,"63,320",:,"1,600",:,"66,000",:,"36,800",:,"31,900",:,56.63,:,6.6,:,"90,709",:,"9,243",:,"45,650",:,59.5,:,51.7,:,3.9,:,16,:,"5,000",:,"9,928",:,"4,010",:,4.4,:,0.8,:,4.7,:,:,:,"18,065",:,"4,411",:,"4,396",:,"3,000",:,"9,309",:,"4,745",:,65.5,:,"24,100",:,"2,250",:,"8,695",:,"16,766",:,"4,498",:,"5,165",:,71.6,:,"31,000",:,700,:,3.7,:,"1,500",:,"14,003",:,"7,249",:,"16,100",:,"36,600",:,"4,555",:,"38,300",:,"4,083",:,"8,636",:,"8,421",:,"4,754",:,162,:,"1,250",:,"20,782",:,"69,823",:,"22,600",:,"10,854",:,"4,299",:,"6,754",:,"5,540",:,"7,545",:,"7,724",:,"11,240",:,"5,700",:,"9,534",:,"8,955",:,"18,323",:,"15,269",:,"71,759",:,:,:,"1,150",:,"5,451",:,"9,368",:,"141,582",:,0,:,"8,130",:,2.4,:,"139,231",:,"6,390",:,"57,982",:,"13,330",:,"9,675",:,"7,000",:,"23,000",:,:,:,"169,842.53",:,"88,340.00",:,:,:,239
Preston/Recklinghausen,Preston,Recklinghausen,Germany,DE525C1,UK562C1,:,:,:,12.113,30.5,41.9,-0.6,0.3,163.3,133.5,11.6,6.7,11.3,14.7,68.5,66.3,88.1,88.1,:,"54,334",9.2,:,:,31.8,15.6,12.9,15.7,10.8,4.4,5.9,5.8,5.5,:,383.8,38,24.4,105.3,97.3,:,:,"54,552","69,200",:,8.744,11,7.9,"11,387","8,900",11.6,11.8,11.9,10.3,:,35.2,4,2,:,102,:,612,:,"1,238",:,:,:,626,:,137,5.2,9.9,"13,541","14,546",:,"1,715","55,716","75,100",4.5,6.6,:,4.082,"25,819","33,800","29,896","41,400","24,116","29,400",4.2,6.5,:,"22,684","3,500","5,255",:,"4,619",5,6.1,:,"116,547",:,7,"1,311","1,600","99,819","124,685","10,000","9,291",:,82.3,"3,566","3,300","43,257","12,430",:,69,"62,511","63,320","2,255","1,600","51,166","66,000",:,"36,800","20,258","31,900",:,56.63,8.8,6.6,"52,033","90,709","4,724","9,243","19,254","45,650",50.6,59.5,:,51.7,7.5,3.9,:,16,"3,007","5,000","6,276","9,928","2,387","4,010",6.4,4.4,0.4,0.8,5.1,4.7,"4,809",:,:,"18,065","2,606","4,411","3,011","4,396","2,907","3,000","5,127","9,309","2,491","4,745",56.6,65.5,"11,011","24,100","1,913","2,250","5,690","8,695","13,160","16,766","2,233","4,498",:,"5,165",63,71.6,"25,350","31,000",229,700,3.1,3.7,799,"1,500","5,843","14,003","3,135","7,249","6,491","16,100","27,050","36,600","2,473","4,555","29,201","38,300","4,978","4,083","6,512","8,636","4,993","8,421","2,654","4,754",18,162,609,"1,250","12,817","20,782","58,142","69,823",:,"22,600","6,541","10,854","2,679","4,299","2,708","6,754","5,873","5,540","9,273","7,545","8,503","7,724","12,446","11,240","6,573","5,700","13,106","9,534","8,764","8,955","17,678","18,323","17,776","15,269","55,218","71,759",:,:,:,"1,150","8,128","5,451","8,914","9,368","113,360","141,582",:,0,"6,648","8,130",1.7,2.4,"113,000","139,231",:,"6,390","67,574","57,982",:,"13,330",:,"9,675",:,"7,000","2,096","23,000",:,:,:,"169,842.53",:,"88,340.00","6,354",:,:,239
